"rank","film_id","title","rental_duration","replacement_cost","rental_rate","breakeven_time_of_rental","rate_of_return","breakeven_day","total_sales_excepted_by_film","total_count_by_film","actor_list"
"314",881,"Temple Attraction",5,"13.99","4.99","2.80","0.36","14","59.88","12","Milla Peck, Kenneth Pesci, Groucho Dunst, Jane Jackman, Christopher West"
"314",207,"Dangerous Uptown",7,"26.99","4.99","5.41","0.18","38","59.88","12","Anne Cronyn, Mary Tandy, Ralph Cruz, Spencer Peck, Kirsten Akroyd, Daryl Wahlberg, Cate Harris, Albert Johansson"
"314",919,"Tycoon Gathering",3,"17.99","4.99","3.61","0.28","11","59.88","12","Vivien Bergen, Spencer Depp, Cameron Zellweger, Minnie Kilmer, Michael Bolger, Bela Walken"
"314",88,"Born Spinal",7,"17.99","4.99","3.61","0.28","26","59.88","12","Kirsten Paltrow, Sissy Sobieski, Nick Stallone, Dustin Tautou, Ray Johansson, Kenneth Paltrow, Dan Streep, Rita Reynolds, Meryl Allen"
"314",323,"Flight Lies",7,"22.99","4.99","4.61","0.22","33","59.88","12",NULL
"314",798,"Silverado Goldfinger",4,"11.99","4.99","2.40","0.42","10","59.88","12","Jennifer Davis, Kirsten Paltrow, Tom Miranda, Jane Jackman, Al Garland"
"314",93,"Brannigan Sunrise",4,"27.99","4.99","5.61","0.18","23","59.88","12","Rip Crawford, Kenneth Hoffman"
"314",933,"Vampire Whale",4,"11.99","4.99","2.40","0.42","10","59.88","12","Johnny Cage, Meg Hawke, Richard Penn, Ed Mansfield, Alan Dreyfuss"
"314",682,"Pittsburgh Hunchback",4,"17.99","4.99","3.61","0.28","15","59.88","12","Rip Crawford, Julia Mcqueen, Penelope Monroe, Audrey Bailey, John Suvari"
"314",957,"War Notting",7,"26.99","4.99","5.41","0.18","38","59.88","12","Grace Mostel, Helen Voight, Natalie Hopkins, Mary Tandy, Minnie Zellweger, Cuba Allen, Salma Nolte, Fay Winslet, Humphrey Willis"
"314",113,"California Birds",4,"19.99","4.99","4.01","0.25","17","59.88","12","Scarlett Bening, Russell Close"
"325",723,"Reign Gentlemen",3,"29.99","2.99","10.03","0.10","31","59.80","20","Alec Wayne, Johnny Cage, Morgan Hopkins"
"325",231,"Dinosaur Secretary",7,"27.99","2.99","9.36","0.11","66","59.80","20","Lucille Tracy, Burt Dukakis, Jayne Neeson, Russell Bacall, Penelope Monroe, Minnie Kilmer"
"325",326,"Flying Hook",6,"18.99","2.99","6.35","0.16","39","59.80","20","Cuba Olivier, Johnny Cage, Walter Torn, Cate Mcqueen, Greta Keitel, Greta Malden, Nick Degeneres, Kenneth Hoffman"
"325",484,"Jerk Paycheck",3,"13.99","2.99","4.68","0.21","15","59.80","20","Dan Torn, Burt Dukakis, Reese Kilmer, Julia Barrymore, Milla Keitel, Rita Reynolds, Chris Depp, Bela Walken"
"325",462,"Insider Arizona",5,"17.99","2.99","6.02","0.17","31","59.80","20","Dan Torn, Julia Mcqueen, Alec Wayne, Kirk Jovovich, Dan Harris, Cate Mcqueen, Fay Wood, Burt Temple, Thora Temple"
"325",993,"Wrong Behavior",6,"10.99","2.99","3.68","0.27","23","59.80","20","Milla Peck, Gary Phoenix, Cary Mcconaughey, Sidney Crowe, Morgan Mcdormand, Ed Mansfield, Mena Hopper, Gregory Gooding, Thora Temple"
"325",590,"Money Harold",3,"17.99","2.99","6.02","0.17","19","59.80","20","Alec Wayne, Burt Dukakis, Gene Willis, Penelope Monroe, Jane Jackman, Ian Tandy, Debbie Akroyd"
"325",628,"Northwest Polish",5,"24.99","2.99","8.36","0.12","42","59.80","20","Michelle Mcconaughey, Mae Hoffman, Rita Reynolds, Laurence Bullock, Jeff Silverstone, Cuba Birch, Reese West, Mary Keitel"
"325",707,"Quest Mussolini",5,"29.99","2.99","10.03","0.10","51","59.80","20","Judy Dean, Jude Cruise, Jayne Neeson, Gary Penn, Renee Tracy"
"325",720,"Redemption Comforts",3,"20.99","2.99","7.02","0.14","22","59.80","20","Audrey Olivier, Kenneth Paltrow, Milla Keitel, Albert Johansson, Debbie Akroyd"
"325",99,"Bringing Hysterical",7,"14.99","2.99","5.01","0.20","36","59.80","20","Frances Day-Lewis, Angela Witherspoon"
"325",414,"Hellfighters Sierra",3,"23.99","2.99","8.02","0.12","25","59.80","20","Grace Mostel, Cuba Olivier, Sandra Kilmer, Michelle Mcconaughey, James Pitt, Jim Mostel, Spencer Depp, Cameron Zellweger, Penelope Monroe, Albert Nolte, Ed Mansfield, Harvey Hope"
"337",150,"Cider Desire",7,"9.99","2.99","3.34","0.30","24","56.81","19","Julia Mcqueen, Jodie Degeneres, Frances Day-Lewis, Penelope Pinkett, Jon Chase"
"337",302,"Fantasia Park",5,"29.99","2.99","10.03","0.10","51","56.81","19","Warren Nolte, Harrison Bale, Groucho Williams"
"337",115,"Campus Remember",5,"27.99","2.99","9.36","0.11","47","56.81","19","Matthew Johansson, Reese Kilmer, Will Wilson"
"337",912,"Trojan Tomorrow",3,"9.99","2.99","3.34","0.30","11","56.81","19","Elvis Marx, Jodie Degeneres, Angelina Astaire, Chris Bridges, Matthew Leigh, Susan Davis, Cate Mcqueen, Thora Temple"
"337",298,"Eyes Driving",4,"13.99","2.99","4.68","0.21","19","56.81","19","Dan Harris, Renee Tracy, Fay Winslet, Michael Bening, Jayne Silverstone"
"337",370,"Gorgeous Bingo",4,"26.99","2.99","9.03","0.11","37","56.81","19","Vivien Bergen, Sandra Kilmer, Meg Hawke, Frances Tomei, Whoopi Hurt, Geoffrey Heston, Reese West"
"337",690,"Pond Seattle",7,"25.99","2.99","8.69","0.12","61","56.81","19","Daryl Wahlberg, Gene Hopkins, River Dean"
"337",158,"Clones Pinocchio",6,"16.99","2.99","5.68","0.18","35","56.81","19","Matthew Johansson, Angela Hudson, Sidney Crowe, Salma Nolte, Meryl Gibson"
"337",72,"Bill Others",6,"12.99","2.99","4.34","0.23","27","56.81","19","Dustin Tautou, Minnie Zellweger, Chris Bridges, Russell Temple, Al Garland, Laurence Bullock"
"337",616,"National Story",4,"19.99","2.99","6.69","0.15","27","56.81","19","Jennifer Davis, Ray Johansson, James Pitt, Rita Reynolds, Greta Malden, Vivien Basinger, William Hackman"
"347",640,"Opus Ice",5,"21.99","4.99","4.41","0.23","23","54.89","11","Sean Williams, Daryl Crawford, Humphrey Garland, Julia Fawcett"
"347",469,"Iron Moon",7,"27.99","4.99","5.61","0.18","40","54.89","11","Helen Voight, Anne Cronyn, Ray Johansson, Groucho Dunst, Frances Tomei, Chris Depp, Harvey Hope, Humphrey Willis"
"347",889,"Ties Hunger",3,"28.99","4.99","5.81","0.17","18","54.89","11","Joe Swank, Julia Mcqueen, Parker Goldberg, Kirsten Akroyd, Jayne Nolte, Will Wilson"
"347",60,"Beast Hunchback",3,"22.99","4.99","4.61","0.22","14","54.89","11","Bette Nicholson, Jodie Degeneres, Angelina Astaire, Kenneth Torn, Susan Davis"
"347",74,"Birch Antitrust",4,"18.99","4.99","3.81","0.26","16","54.89","11","Joe Swank, Woody Hoffman, Daryl Wahlberg, Ewan Gooding, Alan Dreyfuss, Matthew Carrey"
"347",46,"Autumn Crow",3,"13.99","4.99","2.80","0.36","9","54.89","11","Dustin Tautou, Angela Hudson, James Pitt"
"347",210,"Darko Dorado",3,"13.99","4.99","2.80","0.36","9","54.89","11","Dustin Tautou, Morgan Mcdormand, Richard Penn, Greta Malden"
"347",853,"Stranger Strangers",3,"12.99","4.99","2.60","0.38","8","54.89","11","Helen Voight, Sandra Kilmer, Audrey Olivier, Val Bolger, Tom Mckellen, Dustin Tautou, Mae Hoffman, Michael Bening, Cuba Birch"
"347",587,"Mod Secretary",6,"20.99","4.99","4.21","0.24","26","54.89","11","Christian Gable, Zero Cage, Goldie Brody, Whoopi Hurt, Lisa Monroe, Bela Walken"
"347",905,"Trainspotting Strangers",7,"10.99","4.99","2.20","0.45","16","54.89","11","Greg Chaplin, Gina Degeneres, Rita Reynolds, Russell Temple"
"347",633,"October Submarine",6,"10.99","4.99","2.20","0.45","14","54.89","11","Grace Mostel, Cameron Wray, Sean Guiness, Liza Bergman, Emily Dee"
"347",627,"North Tequila",4,"9.99","4.99","2.00","0.50","8","54.89","11","Gary Phoenix, Gary Penn, Daryl Wahlberg, Lucille Dee, Minnie Kilmer"
"347",92,"Bowfinger Gables",7,"19.99","4.99","4.01","0.25","29","54.89","11","Karl Berry, Carmen Hunt, Michelle Mcconaughey, Minnie Zellweger, Will Wilson"
"347",342,"Fugitive Maguire",7,"28.99","4.99","5.81","0.17","41","54.89","11","Cuba Olivier, Alec Wayne, Mary Tandy, Ralph Cruz, Charlize Dench, Meg Hawke, Richard Penn, Emily Dee, Geoffrey Heston, Laura Brody, Olympia Pfeiffer"
"347",888,"Thin Sagebrush",5,"9.99","4.99","2.00","0.50","10","54.89","11","Zero Cage, Ralph Cruz"
"347",75,"Bird Independence",6,"14.99","4.99","3.00","0.33","18","54.89","11","Fay Kilmer, Jayne Nolte"
"347",918,"Twisted Pirates",4,"23.99","4.99","4.81","0.21","20","54.89","11","Natalie Hopkins, Jude Cruise, Adam Grant"
"364",936,"Vanishing Rocky",3,"21.99","2.99","7.35","0.14","23","53.82","18","Matthew Johansson, Dan Harris, Gary Penn, Susan Davis, Gene Hopkins"
"364",254,"Driver Annie",4,"11.99","2.99","4.01","0.25","17","53.82","18","Uma Wood, Sandra Kilmer, Parker Goldberg, Christian Akroyd, Charlize Dench, Morgan Mcdormand, Morgan Williams, Fay Winslet"
"364",657,"Paradise Sabrina",5,"12.99","2.99","4.34","0.23","22","53.82","18","Jodie Degeneres, Penelope Cronyn, Sylvester Dern, Jeff Silverstone"
"364",286,"Enough Raging",7,"16.99","2.99","5.68","0.18","40","53.82","18","Johnny Lollobrigida, Sandra Peck, Sean Williams, Julianne Dench, Kevin Garland, Richard Penn, Al Garland, Matthew Carrey, Michael Bolger"
"364",463,"Instinct Airport",4,"21.99","2.99","7.35","0.14","30","53.82","18","Jennifer Davis, Grace Mostel, Cameron Streep, Johnny Cage, Reese Kilmer, Parker Goldberg, Penelope Cronyn, Sylvester Dern, Richard Penn, Geoffrey Heston, Ed Guiness"
"364",724,"Remember Diary",5,"15.99","2.99","5.35","0.19","27","53.82","18","Jodie Degeneres, Kenneth Torn, Jeff Silverstone, Reese West"
"364",473,"Jacket Frisco",5,"16.99","2.99","5.68","0.18","29","53.82","18","Bob Fawcett, Milla Peck, Mae Hoffman, Charlize Dench, Ellen Presley, Kenneth Torn, Angela Witherspoon, Vivien Basinger, Al Garland, Bela Walken"
"364",56,"Barefoot Manchurian",6,"15.99","2.99","5.35","0.19","33","53.82","18","Jennifer Davis, Elvis Marx, Milla Peck, Kirk Jovovich, Daryl Crawford, Ed Mansfield, Morgan Williams, Will Wilson"
"364",121,"Carol Texas",4,"15.99","2.99","5.35","0.19","22","53.82","18","Fred Costner, Gary Phoenix, Dustin Tautou, Ben Willis, Vivien Basinger, Oprah Kilmer, Thora Temple"
"364",329,"Forrest Sons",4,"15.99","2.99","5.35","0.19","22","53.82","18","Ed Chase, Rip Crawford, Daryl Wahlberg, Walter Torn, Mary Keitel"
"364",410,"Heaven Freedom",7,"19.99","2.99","6.69","0.15","47","53.82","18","Burt Dukakis, Kirk Jovovich, Charlize Dench, Adam Hopper, Richard Penn, Morgan Williams, Albert Johansson, Fay Winslet, Oprah Kilmer, Gregory Gooding"
"364",116,"Candidate Perdition",4,"10.99","2.99","3.68","0.27","15","53.82","18","Sandra Kilmer, Sidney Crowe, Morgan Hopkins, Thora Temple"
"364",709,"Racer Egg",7,"19.99","2.99","6.69","0.15","47","53.82","18","Zero Cage, Anne Cronyn, Fay Kilmer, Angelina Astaire, Ralph Cruz, Burt Temple"
"364",432,"Hope Tootsie",4,"22.99","2.99","7.69","0.13","31","53.82","18","Greg Chaplin, Renee Tracy, Jane Jackman, Julia Fawcett"
"364",474,"Jade Bunch",6,"21.99","2.99","7.35","0.14","45","53.82","18","Carmen Hunt, Dan Harris, Angelina Astaire, Cameron Zellweger, Ed Mansfield, Meryl Gibson, Renee Ball, Thora Temple"
"364",967,"Weekend Personal",5,"26.99","2.99","9.03","0.11","46","53.82","18","Ed Chase, Fred Costner, Julia Mcqueen, Jim Mostel, Spencer Depp, Sylvester Dern, Greta Malden, Vivien Basinger, Humphrey Garland, Reese West"
"364",184,"Core Suit",3,"24.99","2.99","8.36","0.12","26","53.82","18","Penelope Pinkett, Penelope Cronyn, Angela Witherspoon, Mena Hopper"
"364",689,"Pollock Deliverance",5,"14.99","2.99","5.01","0.20","26","53.82","18","Goldie Brody, Carmen Hunt, Dustin Tautou, Groucho Sinatra, Burt Temple, Julia Fawcett"
"364",986,"Wonka Sea",6,"24.99","2.99","8.36","0.12","51","53.82","18","Julia Mcqueen, Henry Berry"
"383",58,"Beach Heartbreakers",6,"16.99","2.99","5.68","0.18","35","50.83","17","Woody Hoffman, Nick Stallone, Mena Temple, Ben Willis, Gene Willis, Frances Tomei, Harvey Hope"
"383",672,"Perfect Groove",7,"17.99","2.99","6.02","0.17","43","50.83","17","Karl Berry, Natalie Hopkins, Ben Willis, Jim Mostel, Jayne Nolte, Laurence Bullock"
"383",380,"Greek Everyone",7,"11.99","2.99","4.01","0.25","29","50.83","17","Sissy Sobieski, Burt Dukakis, Rip Winslet, Cate Harris"
"383",333,"Freaky Pocus",7,"16.99","2.99","5.68","0.18","40","50.83","17","Tom Miranda, Matthew Leigh, Sidney Crowe, Kevin Garland, Fay Winslet"
"383",999,"Zoolander Fiction",5,"28.99","2.99","9.70","0.10","49","50.83","17","Carmen Hunt, Mary Tandy, Penelope Cronyn, Whoopi Hurt, Jada Ryder"
"383",483,"Jericho Mulan",3,"29.99","2.99","10.03","0.10","31","50.83","17","Elvis Marx, Vivien Basinger, William Hackman, Lisa Monroe"
"383",626,"Noon Papi",5,"12.99","2.99","4.34","0.23","22","50.83","17","Cuba Olivier, Milla Keitel, Adam Hopper, Vivien Basinger, Laurence Bullock, Will Wilson"
"383",693,"Potter Connecticut",5,"16.99","2.99","5.68","0.18","29","50.83","17","Warren Nolte, Warren Jackman, Cate Mcqueen, Jane Jackman, Whoopi Hurt, Al Garland, Audrey Bailey"
"383",308,"Ferris Mother",3,"13.99","2.99","4.68","0.21","15","50.83","17","Sissy Sobieski"
"383",464,"Intentions Empire",3,"13.99","2.99","4.68","0.21","15","50.83","17","Angelina Astaire, Mary Keitel"
"383",643,"Orient Closer",3,"22.99","2.99","7.69","0.13","24","50.83","17","Lucille Tracy, Scarlett Damon, Matthew Leigh, Cameron Zellweger"
"383",175,"Confused Candles",3,"27.99","2.99","9.36","0.11","29","50.83","17","Christian Akroyd, Ralph Cruz, James Pitt, Albert Nolte, River Dean, Gene Mckellen"
"383",481,"Jekyll Frogmen",4,"22.99","2.99","7.69","0.13","31","50.83","17","Nick Wahlberg, Dan Streep, Jada Ryder"
"383",561,"Mask Peach",6,"26.99","2.99","9.03","0.11","55","50.83","17","Nick Wahlberg, Dan Torn, Gary Penn, Woody Jolie, Meg Hawke, Sidney Crowe, Warren Nolte, Lucille Dee, Laura Brody, Jeff Silverstone, Renee Ball"
"383",448,"Idaho Love",3,"25.99","2.99","8.69","0.12","27","50.83","17","Tom Mckellen, Parker Goldberg, Ray Johansson, Fay Wood, Humphrey Willis, Michael Bolger"
"383",169,"Comforts Rush",3,"19.99","2.99","6.69","0.15","21","50.83","17","Russell Temple, Meryl Gibson, Humphrey Willis, Humphrey Garland, Bela Walken"
"399",312,"Fiddler Lost",4,"20.99","4.99","4.21","0.24","17","49.90","10","Tim Hackman, Frances Day-Lewis, James Pitt, Spencer Peck, Daryl Wahlberg, Meg Hawke, Russell Bacall, Scarlett Bening, Cate Mcqueen, Angela Witherspoon, Ian Tandy"
"399",508,"Lambs Cincinatti",6,"18.99","4.99","3.81","0.26","23","49.90","10","Woody Hoffman, Val Bolger, Reese Kilmer, Julia Barrymore, Mena Temple, Christian Neeson, Burt Posey, Scarlett Damon, Walter Torn, Cameron Zellweger, Lucille Dee, Fay Winslet, Jayne Nolte, Mena Hopper, Julia Zellweger"
"399",662,"Paths Control",3,"9.99","4.99","2.00","0.50","6","49.90","10","Val Bolger, Anne Cronyn, Kirsten Akroyd, Susan Davis, Rock Dukakis"
"399",20,"Amelie Hellfighters",4,"23.99","4.99","4.81","0.21","20","49.90","10","Carmen Hunt, Walter Torn, Ed Mansfield, Ewan Gooding, Ian Tandy, Laura Brody"
"399",543,"Madigan Dorado",5,"20.99","4.99","4.21","0.24","22","49.90","10","Ray Johansson, Milla Keitel, Minnie Zellweger, Kirsten Akroyd, Jon Chase, Gene Mckellen"
"399",276,"Element Freddy",6,"28.99","4.99","5.81","0.17","35","49.90","10","Kirk Jovovich, Angela Hudson, Meryl Gibson, Bela Walken"
"399",731,"Right Cranes",7,"29.99","4.99","6.01","0.17","43","49.90","10","Elvis Marx, Burt Dukakis, Parker Goldberg, Jessica Bailey, Cameron Zellweger, Whoopi Hurt, Albert Johansson"
"399",246,"Doubtfire Labyrinth",5,"16.99","4.99","3.40","0.29","17","49.90","10","Harrison Bale, Renee Tracy, Julianne Dench, Scarlett Bening, Kenneth Hoffman"
"399",422,"Hollow Jeopardy",7,"25.99","4.99","5.21","0.19","37","49.90","10","Emily Dee, Julia Zellweger"
"399",279,"Elizabeth Shane",7,"11.99","4.99","2.40","0.42","17","49.90","10","Dan Torn, Ben Willis, Oprah Kilmer"
"399",780,"Sensibility Rear",7,"15.99","4.99","3.20","0.31","23","49.90","10","Christian Neeson, Milla Keitel, Burt Posey, Groucho Dunst, Liza Bergman, Michael Bening"
"410",757,"Sagebrush Clueless",4,"28.99","2.99","9.70","0.10","39","47.84","16","Lucille Tracy, Frances Day-Lewis, Sean Williams, Meg Hawke, Morgan Mcdormand, Ian Tandy, Alan Dreyfuss"
"410",987,"Words Hunter",3,"13.99","2.99","4.68","0.21","15","47.84","16","Gene Willis, Susan Davis, Scarlett Bening, Adam Hopper, Fay Winslet, Ian Tandy"
"410",991,"Worst Banger",4,"26.99","2.99","9.03","0.11","37","47.84","16","Parker Goldberg, Kirsten Akroyd, Spencer Depp, Matthew Carrey"
"410",664,"Patriot Roman",6,"12.99","2.99","4.34","0.23","27","47.84","16","Carmen Hunt, Albert Nolte, Kim Allen, Renee Ball"
"410",937,"Varsity Trip",7,"14.99","2.99","5.01","0.20","36","47.84","16","Nick Stallone, Mena Temple, Burt Temple"
"410",373,"Graduate Lord",7,"14.99","2.99","5.01","0.20","36","47.84","16","Ewan Gooding, Whoopi Hurt"
"410",927,"Uprising Uptown",6,"16.99","2.99","5.68","0.18","35","47.84","16","Anne Cronyn, Gene Hopkins, Ben Harris, Harvey Hope, Will Wilson"
"410",526,"Lock Rear",7,"10.99","2.99","3.68","0.27","26","47.84","16","Walter Torn, Harvey Hope"
"410",704,"Pure Runner",3,"25.99","2.99","8.69","0.12","27","47.84","16","Cameron Streep, Milla Keitel"
"410",679,"Pilot Hoosiers",6,"17.99","2.99","6.02","0.17","37","47.84","16","Julia Mcqueen, Woody Hoffman, Henry Berry, Spencer Peck, Cameron Zellweger, Debbie Akroyd, Audrey Bailey"
"410",42,"Artist Coldblooded",5,"10.99","2.99","3.68","0.27","19","47.84","16","Ed Chase, Sandra Kilmer, Kirk Jovovich, Jayne Neeson, Sidney Crowe, Renee Tracy, Meryl Allen"
"410",480,"Jeepers Wedding",3,"29.99","2.99","10.03","0.10","31","47.84","16","Ed Chase, Christian Gable, Woody Jolie, Christopher Berry, Julianne Dench, Minnie Kilmer"
"410",351,"Gaslight Crusade",4,"10.99","2.99","3.68","0.27","15","47.84","16","Grace Mostel, Julia Barrymore, Walter Torn, Richard Penn, Fay Winslet"
"410",678,"Pickup Driving",3,"23.99","2.99","8.02","0.12","25","47.84","16","Jodie Degeneres, Gary Phoenix, Minnie Zellweger, Ellen Presley, Will Wilson"
"410",716,"Reap Unfaithful",6,"26.99","2.99","9.03","0.11","55","47.84","16","Christian Gable, Karl Berry, Burt Dukakis, Anne Cronyn"
"410",975,"Willow Tracy",6,"22.99","2.99","7.69","0.13","47","47.84","16","Reese Kilmer, James Pitt"
"410",50,"Baked Cleopatra",3,"20.99","2.99","7.02","0.14","22","47.84","16","Michelle Mcconaughey"
"427",211,"Darling Breaking",7,"20.99","4.99","4.21","0.24","30","44.91","9","Frances Day-Lewis, Jayne Neeson"
"427",435,"Hotel Happiness",6,"28.99","4.99","5.81","0.17","35","44.91","9","Sandra Kilmer, Rip Winslet, Susan Davis, Renee Ball"
"427",824,"Spartacus Cheaper",4,"19.99","4.99","4.01","0.25","17","44.91","9","Chris Bridges, Vivien Basinger, Jeff Silverstone"
"427",120,"Caribbean Liberty",3,"16.99","4.99","3.40","0.29","11","44.91","9","Ben Willis, Ellen Presley, Chris Bridges, Susan Davis, Jane Jackman, Kim Allen, Harvey Hope, Laurence Bullock"
"427",214,"Daughter Madigan",3,"13.99","4.99","2.80","0.36","9","44.91","9","Milla Peck, Ed Mansfield, Lucille Dee, John Suvari"
"427",390,"Guys Falcon",4,"20.99","4.99","4.21","0.24","17","44.91","9","Rip Crawford, Burt Dukakis, Richard Penn, Morgan Williams, Russell Close"
"427",685,"Platoon Instinct",6,"10.99","4.99","2.20","0.45","14","44.91","9","Ed Chase, Jude Cruise, Frances Tomei, Russell Temple, Will Wilson"
"427",126,"Casualties Encino",3,"16.99","4.99","3.40","0.29","11","44.91","9","Cameron Streep, Mena Temple, Daryl Wahlberg, Groucho Dunst, Susan Davis"
"427",256,"Drop Waterfront",6,"20.99","4.99","4.21","0.24","26","44.91","9","Bette Nicholson, Cameron Streep, Judy Dean, Mena Temple, Jessica Bailey, Meg Hawke, Frances Tomei, Ed Mansfield"
"427",515,"Legally Secretary",7,"14.99","4.99","3.00","0.33","21","44.91","9","Uma Wood, Helen Voight, Cameron Streep, Carmen Hunt, Jane Jackman, Bela Walken"
"427",565,"Matrix Snowman",6,"9.99","4.99","2.00","0.50","12","44.91","9","Sandra Peck, Gary Penn, Russell Bacall"
"427",591,"Monsoon Cause",6,"20.99","4.99","4.21","0.24","26","44.91","9","Nick Stallone, Natalie Hopkins, Minnie Zellweger, Albert Johansson, William Hackman"
"427",721,"Reds Pocus",7,"23.99","4.99","4.81","0.21","34","44.91","9","Jennifer Davis, Jodie Degeneres, Spencer Peck, Chris Bridges, Warren Nolte"
"427",338,"Frisco Forrest",6,"23.99","4.99","4.81","0.21","29","44.91","9","Tom Mckellen, Angela Hudson, Kirsten Akroyd, Gina Degeneres, Dan Streep, Liza Bergman, Albert Nolte, Richard Penn, Rock Dukakis"
"427",466,"Intolerable Intentions",6,"20.99","4.99","4.21","0.24","26","44.91","9","Burt Dukakis, Johnny Cage, Kenneth Paltrow, Michelle Mcconaughey, Meg Hawke, Olympia Pfeiffer"
"427",499,"King Evolution",3,"24.99","4.99","5.01","0.20","16","44.91","9","Penelope Guiness, Lucille Tracy, Burt Dukakis, Cuba Allen, Renee Ball, Mary Keitel"
"427",934,"Vanilla Day",7,"20.99","4.99","4.21","0.24","30","44.91","9","Groucho Dunst, Whoopi Hurt"
"427",632,"Nuts Ties",5,"10.99","4.99","2.20","0.45","11","44.91","9","Natalie Hopkins, Christian Akroyd"
"427",13,"Ali Forever",4,"21.99","4.99","4.41","0.23","18","44.91","9","Cary Mcconaughey, Christopher Berry, Kenneth Torn, Morgan Mcdormand, Jon Chase"
"427",826,"Speed Suit",7,"19.99","4.99","4.01","0.25","29","44.91","9","Bette Nicholson, Sandra Kilmer, Meg Hawke, Daryl Crawford, Chris Depp, Will Wilson"
"447",236,"Divine Resurrection",4,"19.99","2.99","6.69","0.15","27","44.85","15","Christian Gable, Cuba Olivier, Helen Voight, Dan Harris, Kenneth Paltrow"
"447",788,"Ship Wonderland",5,"15.99","2.99","5.35","0.19","27","44.85","15","Audrey Olivier, Mae Hoffman, Ralph Cruz, Kenneth Torn, Cuba Allen, Warren Jackman, Nick Degeneres, Cuba Birch"
"447",505,"Labyrinth League",6,"24.99","2.99","8.36","0.12","51","44.85","15","Tom Miranda, Groucho Sinatra, Scarlett Damon, Kirsten Akroyd, Groucho Dunst, Kenneth Hoffman"
"447",438,"Human Graffiti",3,"22.99","2.99","7.69","0.13","24","44.85","15","Penelope Guiness, Fred Costner, Audrey Olivier, Will Wilson"
"447",820,"Sons Interview",3,"11.99","2.99","4.01","0.25","13","44.85","15","Sandra Kilmer, Parker Goldberg, Whoopi Hurt, Humphrey Willis, Jeff Silverstone, Cuba Birch"
"447",529,"Lonely Elephant",3,"12.99","2.99","4.34","0.23","14","44.85","15","Rip Crawford, Val Bolger, Kenneth Paltrow, Ben Willis, James Pitt, Charlize Dench, Sean Guiness, Walter Torn, Ewan Gooding, Groucho Williams, Alan Dreyfuss, Rock Dukakis"
"447",988,"Worker Tarzan",7,"26.99","2.99","9.03","0.11","64","44.85","15","Zero Cage, Penelope Pinkett, Jayne Neeson, Susan Davis, Russell Bacall, Julianne Dench, Minnie Kilmer, Meryl Gibson, Rock Dukakis"
"447",544,"Madison Trap",4,"11.99","2.99","4.01","0.25","17","44.85","15","Rip Crawford, Jodie Degeneres, Walter Torn, Gregory Gooding, Thora Temple"
"447",442,"Hunting Musketeers",6,"24.99","2.99","8.36","0.12","51","44.85","15","Cary Mcconaughey, Sean Guiness, Julianne Dench, Michael Bening, William Hackman"
"447",770,"Scissorhands Slums",5,"13.99","2.99","4.68","0.21","24","44.85","15","Grace Mostel, Helen Voight, Julia Barrymore, Jane Jackman, Rock Dukakis"
"447",137,"Charade Duffel",3,"21.99","2.99","7.35","0.14","23","44.85","15","Greg Chaplin, Kirsten Akroyd, Warren Nolte"
"447",872,"Sweet Brotherhood",3,"27.99","2.99","9.36","0.11","29","44.85","15","Milla Keitel, Spencer Depp, River Dean, Olympia Pfeiffer, Jon Chase, Meryl Allen"
"447",592,"Monster Spartacus",6,"28.99","2.99","9.70","0.10","59","44.85","15","Jude Cruise, Warren Jackman, Greta Keitel, Kim Allen, Alan Dreyfuss, John Suvari, Jayne Silverstone"
"447",792,"Shrek License",7,"15.99","2.99","5.35","0.19","38","44.85","15","Frances Day-Lewis, River Dean, Emily Dee"
"447",557,"Manchurian Curtain",5,"27.99","2.99","9.36","0.11","47","44.85","15","Ray Johansson, Albert Nolte"
"447",542,"Lust Lock",3,"28.99","2.99","9.70","0.10","30","44.85","15","Anne Cronyn, Charlize Dench, Sean Guiness, Salma Nolte, Ed Mansfield, Jayne Nolte, Matthew Carrey"
"447",201,"Cyclone Family",7,"18.99","2.99","6.35","0.16","45","44.85","15","Helen Voight, Rip Crawford, Judy Dean"
"447",962,"Wasteland Divine",7,"18.99","2.99","6.35","0.16","45","44.85","15","Lucille Tracy, Cameron Zellweger, Daryl Crawford, Jayne Nolte, Al Garland, Jayne Silverstone"
"447",152,"Circus Youth",5,"13.99","2.99","4.68","0.21","24","44.85","15","Bob Fawcett, Matthew Carrey"
"447",232,"Dirty Ace",7,"29.99","2.99","10.03","0.10","71","44.85","15","Vivien Bergen, Scarlett Damon, River Dean, Geoffrey Heston, Meryl Allen"
"447",615,"Nash Chocolat",6,"21.99","2.99","7.35","0.14","45","44.85","15","Judy Dean, Angela Hudson, Ben Willis, Harrison Bale, Ben Harris, Humphrey Garland, Bela Walken"
"468",847,"Stock Glass",7,"10.99","2.99","3.68","0.27","26","41.86","14","Vivien Bergen, Gary Phoenix, Cameron Zellweger, Liza Bergman, Minnie Kilmer, Kenneth Hoffman, Jeff Silverstone"
"468",620,"Nemo Campus",5,"23.99","2.99","8.02","0.12","41","41.86","14","Fay Kilmer, Kenneth Pesci, Jim Mostel, Salma Nolte, Ed Mansfield"
